	reverting_bot	reverted_bot	total_reverts	ns0_reverts	ex0	ex1	ex2	ex3	ex4	ex5	ex6	ex7	ex8	ex9	ex10
133	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	"=HYPERLINK(""http://enwp.org/User:DASHBotAV"",""DASHBotAV"")"	175.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=390038390"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=392070870"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=390099913"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=387279277"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=390366315"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=387002421"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=388071694"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=392026014"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=389335285"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=389216068"",""diff"")"	
134	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	"=HYPERLINK(""http://enwp.org/User:DASHBotAV"",""DASHBotAV"")"	142.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=388020997"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=390808484"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=385918861"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=391682619"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=385939855"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=389131228"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=389531179"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=389508382"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=385912104"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=389068436"",""diff"")"	
135	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	"=HYPERLINK(""http://enwp.org/User:ClueBot NG"",""ClueBot NG"")"	3550.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=603358765"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=553199275"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=398097740"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=599602800"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=560356471"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=394566929"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=536923219"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=525542821"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=599523997"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=586295175"",""diff"")"	
136	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	"=HYPERLINK(""http://enwp.org/User:ClueBot NG"",""ClueBot NG"")"	10422.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=401493258"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=526924011"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=508700519"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=613275586"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=419989302"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=563075484"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=475450184"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=417162974"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=397157545"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=434221815"",""diff"")"	
137	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot11"",""HBC AIV helperbot11"")"	"=HYPERLINK(""http://enwp.org/User:ClueBot NG"",""ClueBot NG"")"	951.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=619390323"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=609384215"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=614888181"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=580309482"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=608910726"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=580073742"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=580178593"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=580639527"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=588117241"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=619364652"",""diff"")"	
138	"=HYPERLINK(""http://enwp.org/User:Cyberbot I"",""Cyberbot I"")"	"=HYPERLINK(""http://enwp.org/User:NoomBot"",""NoomBot"")"	28.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Beauchamp–Sharp_Tragedy&diff=prev&oldid=614958180"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Holmium&diff=prev&oldid=620605803"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:New_Zealand&diff=prev&oldid=571166131"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Battleships_of_Austria-Hungary&diff=prev&oldid=571082706"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Romania&diff=prev&oldid=571181607"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Who_We_Are&diff=prev&oldid=571205903"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Music_of_the_Final_Fantasy_series&diff=prev&oldid=571163670"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Jesus_College,_Oxford&diff=prev&oldid=571144590"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Fractal_Analysis&diff=prev&oldid=588624474"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Book_talk:Questionable_Content&diff=prev&oldid=571177980"",""diff"")"	
139	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:KLBot2"",""KLBot2"")"	338.0	95.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Cryptantha&diff=prev&oldid=548614258"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Brodiaea_appendiculata&diff=prev&oldid=545064908"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Ladenbergia&diff=prev&oldid=547600274"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Virola&diff=prev&oldid=547087233"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Chiroderma&diff=prev&oldid=547598292"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Heteromys&diff=prev&oldid=547595193"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Tolumnia&diff=prev&oldid=548088712"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Ruschia&diff=prev&oldid=548026000"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Cecropis&diff=prev&oldid=547304347"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Acheilognathinae&diff=prev&oldid=547236044"",""diff"")"	
140	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:KLBot2"",""KLBot2"")"	67.0	14.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Strepsimaninae&diff=prev&oldid=547778374"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Sturnira&diff=prev&oldid=547779631"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Uniola&diff=prev&oldid=547814787"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Todd_Rundgren&diff=prev&oldid=547804578"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Urera&diff=prev&oldid=551502978"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Nephelium&diff=prev&oldid=547611746"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Paraxerus&diff=prev&oldid=548585471"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:SingStar&diff=prev&oldid=547971147"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Agallissini&diff=prev&oldid=546252212"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Oryzomyini&diff=prev&oldid=547653814"",""diff"")"	
141	"=HYPERLINK(""http://enwp.org/User:DumbBOT"",""DumbBOT"")"	"=HYPERLINK(""http://enwp.org/User:Lowercase sigmabot"",""Lowercase sigmabot"")"	2919.0	2741.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Andrew_Scott_(actor)&diff=prev&oldid=501718309"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Workers'_International_League_(1985)&diff=prev&oldid=542306644"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Mélissa_Theuriau&diff=prev&oldid=587302596"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Stranger_danger&diff=prev&oldid=550638562"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=University_of_Ottawa&diff=prev&oldid=486815503"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yay&diff=prev&oldid=503434159"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Devotion_of_Suspect_X&diff=prev&oldid=591048484"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Crash_Bandicoot&diff=prev&oldid=479300429"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Downtown_Disney&diff=prev&oldid=486352972"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Naugawan_Sadat&diff=prev&oldid=534657122"",""diff"")"	
142	"=HYPERLINK(""http://enwp.org/User:ClueBot III"",""ClueBot III"")"	"=HYPERLINK(""http://enwp.org/User:DPL bot"",""DPL bot"")"	160.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:JHCaufield&diff=prev&oldid=509748780"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:RadioFan&diff=prev&oldid=472046578"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Hippo43&diff=prev&oldid=557809957"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Orthorhombic&diff=prev&oldid=565435141"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Ashliveslove&diff=prev&oldid=473354694"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:JHCaufield&diff=prev&oldid=551516091"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Jokkmokks-Goran&diff=prev&oldid=579531855"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Usb10&diff=prev&oldid=490117222"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Kateshortforbob&diff=prev&oldid=594141835"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:SGGH&diff=prev&oldid=574805005"",""diff"")"	
143	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:DPL bot"",""DPL bot"")"	159.0	159.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Aliabad,_Kermanshah&diff=prev&oldid=561278549"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lameh_Dasht&diff=prev&oldid=577134439"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lurun&diff=prev&oldid=594004819"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Hasanabad,_Meyaneh&diff=prev&oldid=576413471"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Gol_Bodagh&diff=prev&oldid=576269968"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ab_Kaseh,_Kohgiluyeh_and_Boyer-Ahmad&diff=prev&oldid=567319667"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Tappeh,_West_Azerbaijan&diff=prev&oldid=595510909"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ganjin,_Iran&diff=prev&oldid=576180833"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Natal,_Iran&diff=prev&oldid=594363821"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Tarazuj,_Zanjan&diff=prev&oldid=576777290"",""diff"")"	
144	"=HYPERLINK(""http://enwp.org/User:Lowercase sigmabot III"",""Lowercase sigmabot III"")"	"=HYPERLINK(""http://enwp.org/User:DPL bot"",""DPL bot"")"	57.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Leo1802&diff=prev&oldid=589870565"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AMAPO&diff=prev&oldid=613373004"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Duckduckstop&diff=prev&oldid=614137759"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:SocietyBox&diff=prev&oldid=587590283"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Evermore2&diff=prev&oldid=585989436"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Duckduckstop&diff=prev&oldid=612447530"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Link_Smurf&diff=prev&oldid=607411568"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Khanassassin&diff=prev&oldid=592891391"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Mrluke485&diff=prev&oldid=591353386"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Duckduckstop&diff=prev&oldid=597312272"",""diff"")"	
145	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:BattyBot"",""BattyBot"")"	22.0	22.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Jonathan_Eshenour_Memorial_Trail&diff=prev&oldid=538505718"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Gabriel_Award&diff=prev&oldid=538504228"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Sankara_Eye_Foundation&diff=prev&oldid=538511311"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Bolo_Na_Tumi_Aamar&diff=prev&oldid=538501106"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Stanford_Sweet_Hall&diff=prev&oldid=538513023"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=LEKAM&diff=prev&oldid=538506499"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=In_vitro_recombination&diff=prev&oldid=538504936"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Florian_Zimmer&diff=prev&oldid=538457119"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_Strawberry_Shortcake_Compact_Discs&diff=prev&oldid=538506556"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Instituto_Costarricense_de_Electricidad&diff=prev&oldid=538505193"",""diff"")"	
146	"=HYPERLINK(""http://enwp.org/User:Chobot"",""Chobot"")"	"=HYPERLINK(""http://enwp.org/User:DarafshBot"",""DarafshBot"")"	53.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1929_establishments_in_China&diff=prev&oldid=548418053"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1921_establishments_in_Iran&diff=prev&oldid=548417272"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1680s_establishments_by_country&diff=prev&oldid=548407853"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1922_establishments_in_Iran&diff=prev&oldid=548417342"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:German_zoologist_stubs&diff=prev&oldid=548609826"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1680s_establishments_in_England&diff=prev&oldid=548407857"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1870s_establishments_in_the_United_Kingdom&diff=prev&oldid=548413270"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1850s_establishments_in_Egypt&diff=prev&oldid=548412144"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1910s_establishments_in_Greece&diff=prev&oldid=548416335"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1930s_establishments_in_Croatia&diff=prev&oldid=548418288"",""diff"")"	
147	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:DarafshBot"",""DarafshBot"")"	825.0	467.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Kantishna_Airport&diff=prev&oldid=545938894"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Duncan_Town_Airport&diff=prev&oldid=545905146"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Harchenko_Industrial_Airport&diff=prev&oldid=544786450"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ely_Municipal_Airport&diff=prev&oldid=545139237"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Tourist_attractions_in_Tbilisi&diff=prev&oldid=546842872"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Arviat_Water_Aerodrome&diff=prev&oldid=545898824"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lake_County_Airport_(Oregon)&diff=prev&oldid=544756327"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=El_Tamarindo_Airport&diff=prev&oldid=545645589"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Populated_places_in_Komijan_County&diff=prev&oldid=546433835"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1988_elections_in_South_America&diff=prev&oldid=546772346"",""diff"")"	
148	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:DarafshBot"",""DarafshBot"")"	207.0	42.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Guibourtinidin&diff=prev&oldid=546711369"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:20th-century_establishments_in_Virginia&diff=prev&oldid=547914320"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:626_BC_establishments&diff=prev&oldid=548808646"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Adjumani_Airport&diff=prev&oldid=549774163"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Mixed_martial_arts_styles&diff=prev&oldid=551091253"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1871_establishments_in_Argentina&diff=prev&oldid=547957968"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1859_establishments_in_New_Jersey&diff=prev&oldid=547853809"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:21st-century_establishments_in_Libya&diff=prev&oldid=548799973"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Solar_eclipse_of_July_20,_1944&diff=prev&oldid=549920689"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Organizations_based_in_Cincinnati&diff=prev&oldid=533638550"",""diff"")"	
149	"=HYPERLINK(""http://enwp.org/User:KLBot2"",""KLBot2"")"	"=HYPERLINK(""http://enwp.org/User:DarafshBot"",""DarafshBot"")"	69.0	2.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1440_establishments_by_country&diff=prev&oldid=546544887"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1534_establishments_by_country&diff=prev&oldid=546551358"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Malta_transport-related_lists&diff=prev&oldid=547552752"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Libya_transport-related_lists&diff=prev&oldid=547541390"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1240_in_international_relations&diff=prev&oldid=546536102"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Maldives_transport-related_lists&diff=prev&oldid=547551728"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Establishments_in_Denmark_by_decade&diff=prev&oldid=547594353"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Rail_transport_in_Rwanda&diff=prev&oldid=547567562"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Lists_of_buildings_and_structures_in_Jamaica&diff=prev&oldid=547547201"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1237_in_international_relations&diff=prev&oldid=546536191"",""diff"")"	
